Plant,ABC,Material,SLOC,Bin,QTY,Last Count,Cost,Description
US53,C,334331-0040,1000,,0,,0.39,"HEADER,2-ROW,STRT,0.23L,4-POS"
US53,C,334331-0050,1000,,0,,0.01,"HEADER,2-ROW,STRT,0.23L,5-POS"
US53,C,334331-0070,1000,,0,,0.01,"HEADER,2-ROW,STRT,0.23L,7-POS"
US53,C,334331-0100,1000,,0,,0.01,"HEADER,2-ROW,STRT,0.23L,GOLD,10-POS"
US53,C,334331-0120,1000,,0,,1.18,"HEADER,2-ROW,STRT,0.23L,12-POS"
US53,C,334332-0010,1000,,0,,30.71,"DISPLAY ASSY,LCD,20x4,LED,0.585 PINS"
US53,A,334333-0250,1000,K25-A,20,9/17/2024,101.28,"CABLE ASSY,COMMAND,CONTACT,2-DOUT,2.5m"
US53,C,334334-0010,1000,K2-D3,38,6/16/2023,4.72,"HARNESS,UPS SIGNAL,MODULAR AMP"
US53,C,334335-0036,1000,D3-B,0,,0.03,"FOAM,ADHESIVE STRIP,.5x.38,1.4 LG"
US53,C,334335-0119,1000,D3-B,0,,0.1,"FOAM,ADHESIVE STRIP,.5x.38,4.7 LG"
US53,C,334335-0165,1000,,0,,0.14,"FOAM,ADHESIVE STRIP,.5x.38,16.5cm LG"
US53,C,334335-0168,1000,D3-B,0,,0.14,"FOAM,ADHESIVE STRIP,.5x.38,6.6 LG"
US53,C,334335-0229,1000,D3-B,0,,0.19,"FOAM,ADHESIVE STRIP,.5x.38,9.0 LG"
US53,C,334335-0290,1000,,0,,0.24,"FOAM,ADHESIVE STRIP,.5x.38,29.0cm LG"
US53,C,334336-0250,1000,,0,,86.56,"LINE CORD,IEC 309,L15-30,230V,2.5m"
US53,C,334337-0010,1000,A5-D,0,,6.06,"TERMINAL,TERM BLOCK BRIDGE,TRIM,208V,L1"
US53,C,334337-0020,1000,A5-D,0,,6.06,"TERMINAL,TERM BLOCK BRIDGE,TRIM,208V,L2"
US53,C,334337-0030,1000,A5-D,0,,6.06,"TERMINAL,TERM BLOCK BRIDGE,TRIM,208V,L3"
US53,C,334337-0040,1000,,0,,6.06,"TERMINAL,TERM BLOCK BRIDGE,TRIM,400V,L1"
US53,C,334337-0050,1000,,0,,6.06,"TERMINAL,TERM BLOCK BRIDGE,TRIM,400V,L2"
US53,C,334337-0060,1000,,0,,6.06,"TERMINAL,TERM BLOCK BRIDGE,TRIM,400V,L3"
US53,C,334337-0070,1000,,0,,6.06,"TERMINAL,TERM BLOCK BRIDGE,TRIM,400V,N"
US53,C,334338-0010,1000,,0,,0.38,"DIODE,LED,GREEN DIFF,T 1 3/4,0.95 SP"
US53,C,334338-0020,1000,,0,,0.33,"DIODE,LED,RED DIFF,T 1 3/4,0.95 SP"
US53,C,334338-0030,1000,,0,,0.33,"DIODE,LED,AMBER DIFF,T 1 3/4,0.95 SP"
US53,C,334339-0010,1000,,0,,53.9,"POWER SUPPLY ASSY,24V,2.1A,#6 SPD"
US53,C,334340-0010,1000,,0,,285.12,"LIGHT ASSY,LED,GOOSEARM"
US53,C,334342-0010,1000,,0,,42.88,"PCB ASSY,PCI WATCHDOG ADAPTER"
US53,C,334343-0010,1000,SO1-C,22,11/26/2024,245,"PCB ASSY,OVERTEMP BOARD,2 CHANNEL"
US53,C,334344-0010,1000,G4-A,0,12/3/2019,368.04,"PCB ASSY,PCI INPUT"
US53,C,334345-0010,1000,,0,,0.01,"TOOL,CHECKOUT,PCI INPUT"
US53,C,334346-0010,1000,G5-B,13,10/22/2024,205.03,"PCB ASSY,PCI OUTPUT"
US53,C,334347-0010,1000,,0,,0.01,"TOOL,CHECKOUT,PCI OUTPUT"
US53,C,334348-0010,1000,SO1-D,1,5/25/2023,96.58,"PCB ASSY,PCI OUTPUT BUFFER,1-CH,4X2 8X0"
US53,C,334348-0020,1000,SO4-E,0,9/7/2017,119.38,"PCB ASSY,PCI OUTPUT BUFFER,2-CH,8X4"
US53,C,334349-0010,1000,A5-A,0,,208.37,"PCB ASSY,2 RATIO COND,1-IN"
US53,C,334349-0020,1000,,0,,200,"PCB ASSY,2 RATIO COND,2-IN"
US53,C,334349-0030,1000,A5-A,0,,198,"OBSOLETE-PCB ASSY,2 RATIO COND,1-IN,MT"
US53,C,334350-0010,1000,B4-A,0,10/12/2017,104,"PCB ASSY,BOUNCE ACCELEROMETER"
US53,C,334351-0010,1000,SO1-C,2,4/27/2023,263,"PCB ASSY,LVDT COND,JPR SEL,1-CH,20kHz"
US53,C,334351-0020,1000,,0,,0.01,"PCB ASSY,LVDT COND,JPR SEL,2-CH,20kHz"
US53,C,334351-0030,1000,SO1-C,12,12/11/2024,179,"PCB ASSY,LVDT COND,JPR SEL,1-CH,8.25kHz"
US53,A,334352-0010,1000,F3-D,55,11/7/2024,127.95,"PCB ASSY,DISPLAY,MODULAR PS"
US53,A,334353-0010,1000,K18-A,98,11/7/2024,561.6,"PCB ASSY,POWER,MODULAR PS"
US53,C,334365-0020,1000,D6-B,3,10/7/2022,7.79,"SOFTWARE,APP,DMA"
US53,C,334365-0030,1000,,0,,1,"SOFTWARE,APP,DMA 8"
US53,C,334366-0010,1000,,0,,0.01,"SOFTWARE,APP,LASER,9150,W/MPC"
US53,C,334369-0010,1000,,0,,139.63,"KIT,SOFTWARE,WINTEST 4.1"
US53,C,334371-01B,1000,X3,0,,0.08,"NUT,HEX,1-72,18-8 SST"
US53,C,334371-03C,1000,X3,0,,0.06,"NUT,HEX,4-40,316 SST"
US53,C,334371-03D,1000,W9,0,,0.09,"NUT,HEX,4-40,ZINC PLT ST"
US53,C,334371-05B,1000,X3,0,,0.03,"NUT,HEX,6-32,18-8 SST"
US53,C,334371-05C,1000,,0,,0.08,"NUT,HEX,6-32,316 SST"
US53,C,334371-05D,1000,X3,0,,1.28,"NUT,HEX,6-32,ZINC PLT ST"
US53,C,334371-06C,1000,X3,200,,0.08,"NUT,HEX,8-32,316 SST"
US53,C,334371-06D,1000,X3,0,,0.02,"NUT,HEX,8-32,ZINC PLT ST"
US53,C,334371-08C,1000,X3,0,,0.09,"NUT,HEX,10-32,316 SST"
US53,C,334371-08D,1000,X3,0,,0.02,"NUT,HEX,10-32,ZINC PLT ST"
US53,C,334371-09B,1000,X3,0,,6.15,"NUT,HEX,1/4-20,18-8 SST"
US53,C,334371-11D,1000,X3,0,,5.87,"NUT,HEX,5/16-18,ZINC PLT ST"
US53,C,334371-13C,1000,X3,0,,0.16,"NUT,HEX,3/8-16,316 SST"
US53,C,334371-13D,1000,X4,0,,0.2,"NUT,HEX,3/8-16,ZINC PLT ST"
US53,C,334371-16D,1000,X3,0,,0.16,"NUT,HEX,1/2-13,ZINC PLT ST"
US53,C,334372-0010,1000,X3,0,,0.09,"NUT,HEX,NYLON INSERT,10-32,18-8 SST"
US53,C,334373-0010,1000,X3,0,,0.95,"NUT,INSERT,12-PT,10-32,ALLOY STEEL"
US53,C,334373-0020,1000,X4,0,8/21/2019,3.36,"NUT,INSERT,12-PT,10-32,18-8 SST"
US53,C,334374-0010,1000,C3-A,0,,3.36,"INSERT,PEM,8-32 INT,5/16-18EXT,18-8SST"
US53,C,334374-0020,1000,C6-C,0,,3.36,"INSERT,PEM,10-32 INT,3/8-16EXT,18-8SST"
US53,C,334374-0030,1000,C3-A,0,,3.36,"INSERT,PEM,1/4-20 INT,7/16-14EXT,18-8SST"
US53,C,334374-0040,1000,,0,,4.05,"INSERT,PEM,5/16-18 INT,1/2-13EXT,18-8SST"
US53,C,334375-0214B,1000,W3,0,,0.11,"PIN,DOWEL,1/16,.875,18-8 SST"
US53,C,334375-0220B,1000,W3,0,,0.16,"PIN,DOWEL,1/16,1.25,18-8 SST"
US53,C,334375-0406C,1000,W3,0,,0.64,"PIN,DOWEL,1/8,.375,316 SST"
US53,C,334375-0408C,1000,W3,0,,0.69,"PIN,DOWEL,1/8,.50,316 SST"
US53,C,334375-0412C,1000,W3,0,,0.81,"PIN,DOWEL,1/8,.75,316 SST"
US53,C,334375-0436C,1000,,0,,2.6,"PIN,DOWEL,3/16,2.25,316 SST"
US53,C,334375-0610E,1000,W3,0,,0.77,"PIN,DOWEL,3/16,.625,416 SST"
US53,C,334375-0612C,1000,W3,0,,9.36,"PIN,DOWEL,3/16,25,316 SST"
US53,C,334375-0616C,1000,W3,0,,1.27,"PIN,DOWEL,3/16,1.0,316 SST"
US53,C,334375-0620B,1000,W3,0,,0.53,"PIN,DOWEL,3/16,1.25,18-8 SST"
US53,C,334375-0816C,1000,W3,0,,1.31,"PIN,DOWEL,.25,1.0,316 SST"
US53,C,334375-0820F,1000,W3,0,,0.19,"PIN,DOWEL,.25,1.25,PLAIN ST"
US53,C,334375-1048E,1000,W3,0,,5.28,"PIN,DOWEL,.3127,3.0,416 SST HD"
US53,C,334375-1216C,1000,W3,0,,12.24,"PIN,DOWEL,3/8,1.0,316 SST"
US53,C,334375-1224C,1000,,0,,2.7,"PIN,DOWEL,3/8,1.5,316 SST"
US53,C,334375-1648B,1000,W3,0,,5.94,"PIN,DOWEL,.50,3.0,18-8 SST"
US53,C,334376-080075C,1000,W1,0,,0.84,"ROD,THREADED,FULLY,10-32,0.75,316 SST"
US53,C,334376-080200B,1000,W1,0,,1.15,"ROD,THREADED,FULLY,10-32,2.0,18-8 SST"
US53,C,334376-083600C,1000,F4-F,12,2/3/2022,8.19,"ROD,THREADED,FULLY,10-32,36.0,316 SST"
US53,C,334376-090175C,1000,F-00-1-00,0,,0.71,"ROD,THREADED,FULLY,1/4-20,1.75,316 SST"
US53,C,334376-090275B,1000,Y3-6,0,,7.25,"ROD,THREADED,FULLY,1/4-20,2.75,18-8 SST"
US53,C,334376-113600E,1000,,0,,4.57,"ROD,THREADED,FULLY,5/16-18,3.0,PLAIN ST"
US53,C,334376-130300D,1000,D7-C,0,,0.79,"ROD,THREADED,FULLY,3/8-16,3,ZINC PLT ST"
US53,C,334376-130500D,1000,D7-C,0,,1.83,"ROD,THREADED,FULLY,3/8-16,5,ZINC PLT ST"
US53,C,334376-130700D,1000,SO2-B,9,6/16/2023,2.15,"ROD,THREADED,FULLY,3/8-16,7,ZINC PLT ST"
US53,C,334376-131200E,1000,SO1-F,5,10/21/2024,6,"ROD,THREADED,FULLY,3/8-16,12.0,PLAIN ST"
US53,C,334376-160300B,1000,W2,0,1/21/2021,2.95,"ROD,THREADED,FULLY,1/2-13,3.0,18-8 SST"
US53,C,334376-160600B,1000,,0,,2.95,"ROD,THREADED,FULLY,1/2-13,6.0,18-8 SST"
US53,C,334376-163600D,1000,,0,,2.95,"ROD,THREADED,FULLY,1/2-13,36.0,PLAIN ST"
US53,C,334377-0010,1000,C7-A,0,5/23/2016,2.15,"SPRING,COMPRESS,.970 OD X 1.25,MUS WIRE"
US53,C,334377-0020,1000,C7-A,0,,5.62,"SPRING,COMPRESS,.970 OD X 1.25,9150 BEL"
US53,C,334377-0030,1000,C7-A,0,2/2/2022,1.24,"SPRING,COMPRESS,.18 OD X 3/4,302 SST"
US53,C,334377-0040,1000,SO2-D,2,,6.85,"SPRING,COMPRESS,.12 OD X 3/4,302 SST"
US53,C,334377-0050,1000,C7-A,0,2/2/2022,1.51,"SPRING,COMPRESS,316 SST"
US53,C,334377-0060,1000,C3-A,0,,0.01,"SPRING,COMPRESS,.218 OD X 1.0"
US53,C,334377-0070,1000,E6-C,0,,2.01,"SPRING,COMPRESS,1-1/4 OD X 4.0,ZINC PLT"
US53,C,334377-0080,1000,O3,0,,3.08,"SPRING,COMPRESS,.24 OD X .625,SST"
US53,C,334377-0090,1000,C2-C,0,,3.08,"SPRING,COMPRESS,.188 OD X 1.0,SST"
US53,C,334377-0100,1000,,0,,1.95,"SPRING,COMPRESS,.24 OD X 1.25,SST"
US53,C,334378-0010,1000,SO2-G,1,11/7/2024,681,"SLIDE,LINEAR,4.0WIDE,2mm/TURN,11IN TRAVL"
US53,C,334379-0010,1000,C7-B,0,,0.18,"WASHER,FLAT,.406 ID,1 OD,.062 THK,NYLON"
US53,C,334379-0020,1000,X5,0,,0.05,"WASHER,FLAT,.15 ID,.32 OD,.03 THK,NYLON"
US53,B,334380-0010,1000,R4-B,2,12/11/2024,"1,123.32","BEARING ASSY,ANGULAR CONTACT,25mm"
US53,C,334381-0010,1000,K17-H1,4,6/19/2023,18,"ROD,EXTENSION,LVDT C006,1-72,3.25"
US53,C,334381-0020,1000,K11-G2,1,,22,"ROD,EXTENSION,LVDT C006,1-72,5.25"
US53,C,334381-0030,1000,C1-A,0,,18,"ROD,EXTENSION,LVDT C006,1-72,3.64"
US53,C,334381-0040,1000,K15-G3,4,,23,"ROD,EXTENSION,LVDT C006,1-72,8.40"
US53,C,334381-0050,1000,K17-H2,6,6/19/2023,20,"ROD,EXTENSION,LVDT C006,1-72,0.84"
US53,B,334381-0060,1000,K17-H1,53,12/20/2024,17,"ROD,EXTENSION,LVDT C006,1-72,1.34"
US53,C,334381-0070,1000,K17-C3,2,5/4/2016,18,"ROD,EXTENSION,LVDT C006,1-72,2.54"
US53,C,334381-0080,1000,C1-A,0,,18,"ROD,EXTENSION,LVDT C006,1-72,3.48"
US53,C,334381-0090,1000,K17-H2,3,6/19/2023,19,"ROD,EXTENSION,LVDT C006,1-72,3.98"
US53,C,334381-0100,1000,C1-A,0,,11,"ROD,EXTENSION,LVDT C006,1-72,7.02"
US53,C,334383-0010,1000,F1-B,0,,"2,508.08","PUMP,ISMANTEC MODEL ISM405"
US53,C,334383-001R,1000,F1-B,0,,0.01,"PUMP,ISMANTEC MODEL ISM405,REPAIRED"
US53,C,334384-0010,1000,SO1-F,3,2/29/2024,59.08,"DRIVE,MAGNET ASSY,FOR ISM405"
US53,C,334384-001R,1000,F1-B,0,,0.01,"DRIVE,MAGNET ASSY,FOR ISM405,REPAIRED"
US53,C,334385-0010,1000,H2-F,21.352,6/15/2023,0.9,"TUBE,PVC REINFORCED,.25 ID,.1875 W"
US53,C,334386-0010,1000,K9-K1,8,6/19/2023,1.31,"KNOB,BALL,1.0 DIA,10-32 F THD,PHENOLIC"
US53,C,334386-0020,1000,K9-J1,9,6/19/2023,4.16,"KNOB,BALL,1.94 DIA,1/2-13 F THD,PHENOLIC"
US53,C,334387-0010,1000,H4-D,11,6/15/2023,4.61,"TOOL,WRENCH,ALLEN,T-HANDLE,5mm X 6 LG"
US53,A,334388-0010,1000,K17-D1,3,12/12/2024,695,"LENS,TELECENTRIC,55mm FL"
US53,C,334389-0010,1000,C2-G,0,,"9,020.00","SENSOR HEAD,LASER MICROM,0.8-120mm RANGE"
US53,A,334390-0010,1000,I2-D/A/R5A,85,11/7/2024,695,"BELLOWS WELDMENT,3.22IN/81.8mm ID"
US53,C,334391-0010,1000,K9-H2,10,12/28/2018,2.47,"PIN,CLEVIS,W/COTTER,1/4 IN DIA,316 SST"
US53,C,334392-0010,1000,H2-B,23.64,6/15/2023,2.34,"TUBE,TYGON,.25 ID,.125 W"
US53,C,334393-0010,1000,D7-C,0,,20.79,"SLIDE BEARING,7IN RAIL"
US53,C,334394-0010,1000,D7-C,0,,36.25,"SLIDE BEARING,GUIDE BLOCK"
US53,C,334395-0010,1000,K9-K4,13,6/19/2023,2.94,"KNOB,3-ARM,BLACK,1/4-20 X 1.0 STUD"
US53,C,334396-0010,1000,SO1-C,2,6/19/2023,16.26,"SPRING,PLUNGER,1/2-13 X .25,NON LKG"
US53,C,334397-0412B,1000,X5,200,,10.07,"WASHER,FENDER,#10 ID,0.75 OD,18-8 SST"
US53,C,334397-0416C,1000,X5,0,,11.16,"WASHER,FENDER,#10 ID,1.00 ID,316 SST"
US53,C,334397-0616B,1000,X5,0,,0.1,"WASHER,FENDER,1/4 ID,1.00 OD,18-8 SST"
US53,C,334397-0824D,1000,W10,84,,0.11,"WASHER,FENDER,3/8 ID,1.5 OD,ZINC PLT"
US53,C,334398-0010,1000,C1-D,0,,91.02,"SHAFT BUSHING,3200,2IN ID,2.25IN,3IN L"
US53,C,334399-0010,1000,,0,,1.89,"WASHER,WAVY,2.5IN,3200"
US53,C,334400-0010,1000,SO2-B,0,10/22/2024,9.08,"EYEBOLT,1/4-20,1 IN,304 SST"
US53,B,334400-0020,1000,K9-F3,22,10/21/2024,21.23,"EYEBOLT,3/8-16,1.25 IN,304 SST"
US53,A,334401-0010,1000,G4-E,0,8/8/2017,"2,689.60","SERVOVALVE,DIR DRV,24VDC,+/-5V SIG"
US53,C,334402-0010,1000,A6-G,0,,189.05,"SWITCH,SERIAL PORT,5-POS"
US53,C,334403-12B,1000,X3,0,,0.06,"NUT,HEX,JAM,5/16-24,18-8 SST,RH"
US53,C,334403-14C,1000,X8,0,,8.08,"NUT,HEX,JAM,38-24,316 SST,RH"
US53,C,334403-15B,1000,X3,0,,12.01,"NUT,HEX,JAM,7/16-20,18-8 SST,RH"
US53,C,334403-16B,1000,X3,0,,0.2,"NUT,HEX,JAM,1/2-13,18-8 SST,RH"
US53,C,334403-19A,1000,C3-E,0,,1.77,"NUT,HEX,JAM,5/8-18,BLK OXIDE ALLOY,RH"
US53,C,334403-19C,1000,X4,0,,1.66,"NUT,HEX,JAM,5/8-18,316 SST,RH"
US53,C,334403-19D,1000,X4,0,,1.66,"NUT,HEX,JAM,5/8-18,ZINC PLT ST,RH"
US53,C,334403-20C,1000,,0,,2.14,"NUT,HEX,JAM,3/4-16,316 SST,RH"
US53,C,334404-0010,1000,K12-P2,1,,3.34,"KEY STOCK,.625,.625,12"
US53,C,334405-0010,1000,R,0,,297,"CRATE,WOOD,3200 LOAD FRAME"
US53,C,334406-0010,1000,H5-C,47.869,6/15/2023,0.14,"FOAM,PVC,ADHESIVE BACKED,.5 W,100 FT"
US53,C,334407-0010,1000,E2-B,0,,215,"SENSOR,PRESSURE,50PSIG,247"
US53,C,334408-0010,1000,K8-A3,2,6/19/2023,14.98,"VALVE,BALL,1/8 FNPT X 1/8 MNPT"
US53,C,334409-0204024E,1000,D2-G,0,,0.79,"SPACER,UNTHD,.14ID,.25OD,1.5LG,ALUM"
US53,C,334409-0305004E,1000,K8-G3,0,,0.07,"SPACER,UNTHD,.170ID,.250OD,.25LG,ALUM"
US53,C,334409-0408004B,1000,,0,,2.97,"SPACER,UNTHD,.192ID,.5OD,.25L,18-8SST"
US53,C,334409-0408010B,1000,C6-C,0,,3.75,"SPACER,UNTHD,.192ID,.5OD,.625L,18-8SST"
US53,C,334409-0506018B,1000,,0,,3.99,"SPACER,UNTHD,.22ID,.38OD,1.13LG,18-8 SST"
US53,C,334409-0506020B,1000,SO2-B,0,10/5/2019,3.82,"SPACER,UNTHD,.22ID,.38OD,1.25LG,18-8 SST"
US53,B,334409-0506028B,1000,K9-G3,26,4/26/2023,7.19,"SPACER,UNTHD,.22ID,.38OD,1.75LG,18-8 SST"
US53,C,334409-0608002B,1000,C7-A,0,,2.31,"SPACER,UNTHD,.25ID,.5OD,.125LG,18-8SST"
US53,C,334409-0608005E,1000,C2-C,0,,1.04,"SPACER,UNTHD,.252ID,.5OD,.313L,ALUM"
US53,C,334409-0608032E,1000,D7-D,0,,3.81,"SPACER,UNTHD,.252ID,.50OD,2.00LG,ALUM"
US53,B,334410-0010,1000,H4-C,11,12/17/2024,20.43,"TOOL,BALL PT ALLEN WRENCH,SHORT"
US53,C,334410-0020,1000,H4-C,11,6/15/2023,15.35,"TOOL,BALL PT ALLEN WRENCH,STUBBY"
US53,C,334411-0010,1000,A1-D,0,,4.2,"CABLE ASSY,TELEPHONE,6 WIRE,4.27m"
US53,C,334412-0010,1000,K9-H5,26,5/26/2023,5.82,"LATCH,303 SST"
US53,A,334413-0010,1000,G6-A,3,6/17/2024,"2,485.00","PUMP,L/S DIGITAL CONSOLE DRIVE,0.02-100"
US53,B,334414-0020,1000,G6-C,3,12/17/2024,422,"PUMPHEAD,L/S EASY LOAD,SS ROTOR,FXD OCCL"
US53,B,334415-0010,1000,C2-D,0,3/2/2023,38.04,"FITTING,LUER,THRDED PORT,KYNAR"
US53,C,334416-0010,1000,K6-H4,31,5/26/2023,18.76,"DISC,POROUS,.451 X .093,100 MICRON"
US53,C,334416-0020,1000,K6-I1,14,5/10/2023,20.8,"DISC,POROUS,.451 X .093,40 MICRON"
US53,C,334417-1250,1000,C3-D,0,,2.28,"FITTING,CONNECTOR,T,1/8,KYNAR"
US53,C,334417-2500,1000,C3-D,0,5/3/2018,4.08,"FITTING,CONNECTOR,T,1/4,KYNAR"
US53,C,334418-0010,1000,K8-F3,9,6/19/2023,7.2,"FITTING,1/4 FLOW,QUICK DIS FEMALE,DELRIN"
US53,C,334419-0010,1000,K8-C3,10,6/19/2023,6.3,"FITTING,1/4 FLOW,QUICK DIS MALE,DELRIN"
US53,C,334420-0010,1000,C4-C,0,,6.73,"TUBE,BPT,1/16ID,L/S13 FLOW .06-6ml/MIN"
US53,C,334420-0020,1000,C4-C,0,,9.45,"TUBE,BPT,1/8ID,L/S16 FLOW .8-80ml/MIN"
US53,C,334420-0030,1000,H2-D,24.18,6/15/2023,22.93,"TUBE,BPT,.25ID,L/S17 FLOW 2.8-280ml/MIN"
US53,C,334421-0010,1000,K9-K2,34,10/21/2024,0.69,"KEEPER,LATCH,303 SST"
US53,C,334422-0010,1000,C3-B,0,,0.69,"BUMPER,PLAS,UTHD,.5 OD,.25 HT,.125 HL"
US53,C,334422-0020,1000,C7-D,0,,0.16,"BUMPER,PLAS,UTHD,.75 OD,.28 HT,.172 HL"
US53,C,334423-0010,1000,H1-A,3,5/1/2023,61.16,"BOTTLE,1000mL,HD POLYPROP,MEDIA RESV"
US53,C,334424-0010,1000,H1-B,7,5/23/2023,35.68,"CAP,MEDIA RESERVOIR,53B.3PORTS,1/4"
US53,C,334425-0010,1000,H1-B,8,6/15/2023,16.74,"FILTER,AIR,MEDIA RESERVOIR,50mm DIA,PTFE"
US53,C,334427-0010,1000,H6-B,11,4/28/2023,14.64,"BOX,STORAGE,18 COMPARTMENTS"
US53,C,334428-0010,1000,C6-G,0,,1.97,"TAPE,TEFLON THREAD,1/4IN WIDE"
US53,C,334429-0010,1000,K7-C1,6,12/11/2024,66.34,"BEARING,SLV,FRELON,50mm,60mm,35mm LG"
US53,C,334430-0010,1000,C2-D,0,,2.98,"FITTING,RED,HEX,3/4MNPT,1/4FNPT,PVC"
US53,C,334430-0020,1000,D3-C,0,,1.5,"FITTING,RED,HEX,3/4MNPT,1/4FNPT,NYLON"
US53,C,334430-0030,1000,B2-H,0,,3.31,"FITTING,RED,HEX,1/2MNPT,3/4FNPT,NYLON"
US53,C,334430-0040,1000,B2-C,0,,1.66,"FITTING,RED,HEX,1MNPT,3.4FNPT,NYLON"
US53,C,334430-0050,1000,B2-G,0,,1.5,"FITTING,RED,HEX,3/8MNPT,1/4FNPT,NYLON"
US53,C,334430-0060,1000,C2-E,0,,1.5,"FITTING,RED,HEX,1/2MNPT,1/4FNPT,NYLON"
US53,C,334430-0070,1000,K6-D2,2,12/29/2022,39.75,"FITTING,RED,HEX,1/4MNPT,1/8FNPT,PTFE"
US53,A,334430-0080,1000,C2-E,0,3/2/2023,5.07,"FITTING,RED,HEX,1/4MNPT,1/8FNPT,NYLON"
US53,C,334431-0010,1000,B2-F,0,,1.65,"FITTING,STRAIGHT,1/8 BARB,KYNAR"
US53,C,334431-0020,1000,C3-D,0,3/10/2023,3.11,"FITTING,STRAIGHT,1/4 BARB,KYNAR"
US53,C,334431-0030,1000,,0,,0.46,"FITTING,STRAIGHT,4mm BARB,KYNAR"
US53,C,334432-0010,1000,C2-C,0,2/2/2022,0.51,"FITTING,LUER,MALE,1/16 HOSE BARB,KYNAR"
US53,C,334432-0020,1000,C2-C,0,2/2/2022,0.51,"FITTING,LUER,MALE,1/8 HOSE BARB,KYNAR"
US53,C,334432-0030,1000,C2-C,0,5/14/2020,0.51,"FITTING,LUER,MALE,1/4 HOSE BARB,KYNAR"
US53,C,334432-0040,1000,C2-C,0,,0.51,"FITTING,LUER,MALE,5/32 BARB,KYNAR"
US53,C,334433-0010,1000,C7-C,0,,1.12,"LABEL,HOT SURFACE,FORMATTED ISO 3864 STD"
US53,C,334434-0010,1000,C1-A,0,2/2/2022,3.13,"FITTING,ELBOW,1/8MNPT,1/4 BARB,KYNAR"
US53,C,334434-0020,1000,,0,,3.13,"FITTING,ELBOW,1/8MNPT,1/8 BARB,PDVF"
US53,C,334435-0010,1000,C7-D,0,6/28/2016,0.16,"BUMPER,RUBBER RECESSED FOR FEET"
US53,C,334436-0010,1000,,0,,3.34,"BUMPER,NEOPRENE,FEM THD,10-32,HARD"
US53,C,334436-0020,1000,K9-F2,12,5/26/2023,9.18,"BUMPER,NEOPRENE,FEM THD,1/2-13,MED-SOFT"
US53,C,334436-0030,1000,C6-B,0,,3.42,"BUMPER,NEOPRENE,FEM THD,1/4-20,HARD"
US53,C,334436-0040,1000,E2-AA,8,,4.18,"BUMPER,NEOPRENE,FEM THD,5/16-18,HARD"
US53,C,334436-0050,1000,LS-5,14,,4.27,"BUMPER,NEOPRENE,FEM THD,M8X1.25,MED-SOFT"
US53,C,334437-0010,1000,K9-P2,10,6/19/2023,14.42,"BUMPER,THREADED,RUBBER,METAL CORE,M-12"
US53,C,334438-0010,1000,F3-D,7,9/16/2024,144.2,"SOLENOID,LOW WATT (24V,2W) OPERATOR FOR"
US53,C,334439-0010,1000,K8-H1,18,6/19/2023,13.79,"VALVE,SPRING RETURN FOR K41EA00"
US53,C,334440-0010,1000,CART-1,0,2/2/2022,35.33,"VALVE BODY,3-PORT/2-POSITION,SOLENOID OP"
US53,C,334441-0010,1000,W3,0,,2.78,"FITTING,PLUG,EXP,9/32 HOLE,SST"
US53,C,334441-0020,1000,Y1-1,0,,4.48,"FITTING,PLUG,EXP,13/32 HOLE,SST"
US53,C,334442-A006B,1000,D2-C,0,,1.52,"FITTING,PIPE NIPPLE,1/8,.75 LG,316 SST"
US53,C,334442-A012B,1000,SO2-B,1,,2,"FITTING,PIPE NIPPLE,1/8,1.5 LG,316 SST"
US53,C,334442-A016B,1000,SO2-B,1,,2.41,"FITTING,PIPE NIPPLE,1/8,2 LG,316 SST"
US53,C,334442-A048B,1000,,0,,9.94,"FITTING,PIPE NIPPLE,1/8,4 LG,316 SST"
US53,C,334442-B012C,1000,B2-E,0,,1.91,"FITTING,PIPE NIPPLE,1/4,1.5 LG,304 SST"
US53,C,334442-C024C,1000,K8-Q3,4,12/29/2022,10.64,"FITTING,PIPE NIPPLE,3/8,3 LG,316 SST"
US53,C,334443-0010,1000,K8-Q1,9,10/21/2024,1.94,"FITTING,3/8 MPT,MALE QDS,ZINC PLT STL"
US53,C,334444-0010,1000,K8-P3,13,10/21/2024,4.48,"FITTING,3/8 FPT,MALE QDS,ZINC PLT STL"
US53,C,334445-0010,1000,K8-P2,13,10/21/2024,15.35,"FITTING,SOCKET,3/8 FPT,MALE QDS"
US53,C,334446-0010,1000,K8-Q2,4,12/29/2022,3.61,"FITTING,MUFFLER,3/8 MPT,1.5 LG,BRONZE"
US53,C,334447-0010,1000,D3-E,0,10/3/2018,126.62,"HEATER,75W,120V,1.5IN HL,3.75IN LG"
US53,B,334447-0020,1000,G4-C,1,5/10/2023,188.09,"HEATER,75W,120V,1.5IN HL,3.75IN LG,TC"
US53,C,334447-0030,1000,SO1-E,4,5/26/2023,131.12,"HEATER,250W,120V,3.75IN HL,6.25IN LG"
US53,B,334447-0040,1000,G4-C,13,9/17/2024,250.62,"HEATER,250W,120V,3.75IN HL,6.25IN LG,TC"
US53,C,334447-0050,1000,O3,0,8/12/2016,151.3,"HEATER,300W,120V,6IN HL,10IN LG"
US53,A,334447-0060,1000,G4-D,5,9/17/2024,215.57,"HEATER,300W,120V,6IN HL,10IN LG,TC"
